,d1,d1s,d2,d2s,f1,f1s,f2,f2s,f3,f3s,t1,t1s,r1,r1s,cd1,cd1s,cd2,cd2s,cf1,cf1s,cf2,cf2s,cf3,cf3s,ct1,ct1s,cr1,cr1s
2592,1,4,5,3,12,2,1,3,13,3,9,1,7,1,1,4,5,3,12,2,1,3,13,3,9,1,7,1
2593,10,4,2,4,7,3,6,1,4,4,13,2,5,4,10,4,2,4,7,3,6,1,4,4,13,2,5,4
2594,10,2,13,2,9,2,3,1,10,2,4,2,10,4,10,2,13,2,9,2,3,1,10,2,4,2,10,4
2595,8,2,7,4,13,3,6,1,3,4,2,4,8,3,8,2,7,4,13,3,6,1,3,4,2,4,8,3
2596,13,2,8,4,9,1,9,4,4,3,5,1,12,4,13,2,8,4,9,1,9,4,4,3,5,1,12,4
2597,9,2,10,4,8,3,7,3,11,1,3,2,3,4,9,2,10,4,8,3,7,3,11,1,3,2,3,4
2598,4,1,5,2,4,2,4,4,9,1,5,1,12,3,4,1,5,2,4,2,4,4,9,1,5,1,12,3
2599,9,2,11,4,3,2,13,2,5,1,4,3,10,4,9,2,11,4,3,2,13,2,5,1,4,3,10,4
2600,2,4,1,4,1,3,10,4,7,4,8,3,6,1,2,4,1,4,1,3,10,4,7,4,8,3,6,1
2601,5,1,10,1,2,4,12,2,6,3,11,4,5,1,5,1,10,1,2,4,12,2,6,3,11,4,5,1
2602,6,2,1,3,9,2,2,1,9,2,8,4,13,2,6,2,1,3,9,2,2,1,9,2,8,4,13,2
2603,12,4,2,3,12,4,7,2,7,4,5,3,9,3,12,4,2,3,12,4,7,2,7,4,5,3,9,3
2604,12,4,2,3,10,4,2,4,12,1,10,1,7,1,12,4,2,3,10,4,2,4,12,1,10,1,7,1
2605,12,2,4,1,4,3,2,3,11,2,7,3,12,2,12,2,4,1,4,3,2,3,11,2,7,3,12,2
2606,5,2,11,2,4,2,10,3,13,2,10,4,2,2,5,2,11,2,4,2,10,3,13,2,10,4,2,2
2607,13,4,9,2,6,2,13,1,10,3,4,4,4,3,13,4,9,2,6,2,13,1,10,3,4,4,4,3
2608,2,3,8,3,10,2,12,1,12,1,9,4,5,2,2,3,8,3,10,2,12,1,12,1,9,4,5,2
2609,7,2,9,3,4,4,1,1,3,1,2,2,7,3,7,2,9,3,4,4,1,1,3,1,2,2,7,3
2610,11,2,12,2,2,4,1,1,4,2,4,4,10,3,11,2,12,2,2,4,1,1,4,2,4,4,10,3
2611,10,1,7,1,3,1,13,3,10,4,10,3,13,4,10,1,7,1,3,1,13,3,10,4,10,3,13,4
2612,4,3,13,1,6,4,12,1,6,1,5,2,2,2,4,3,13,1,6,4,12,1,6,1,5,2,2,2
2613,10,3,3,4,9,4,12,4,4,3,2,4,6,4,10,3,3,4,9,4,12,4,4,3,2,4,6,4
2614,2,2,3,1,9,2,7,4,11,4,2,3,11,3,2,2,3,1,9,2,7,4,11,4,2,3,11,3
2615,10,4,2,3,9,4,10,1,1,2,7,2,6,3,10,4,2,3,9,4,10,1,1,2,7,2,6,3
2616,2,4,13,1,10,4,2,4,13,1,5,1,5,2,2,4,13,1,10,4,2,4,13,1,5,1,5,2
2617,12,1,7,4,2,4,2,4,1,1,10,1,2,3,12,1,7,4,2,4,2,4,1,1,10,1,2,3
2618,5,1,7,1,12,1,9,2,12,3,12,1,11,3,5,1,7,1,12,1,9,2,12,3,12,1,11,3
2619,5,1,6,2,8,1,9,4,13,1,8,1,7,4,5,1,6,2,8,1,9,4,13,1,8,1,7,4
2620,1,4,6,3,5,1,5,4,13,1,4,1,6,1,1,4,6,3,5,1,5,4,13,1,4,1,6,1
2621,4,4,4,1,6,3,4,4,6,2,6,1,9,4,4,4,4,1,6,3,4,4,6,2,6,1,9,4
2622,10,4,1,3,9,2,12,1,13,2,3,4,2,2,10,4,1,3,9,2,12,1,13,2,3,4,2,2
2623,4,1,9,4,9,4,1,3,6,3,4,3,2,3,4,1,9,4,9,4,1,3,6,3,4,3,2,3
2624,11,4,3,2,4,1,1,3,6,4,10,4,8,4,11,4,3,2,4,1,1,3,6,4,10,4,8,4
2625,7,3,2,4,3,2,1,3,6,4,3,2,4,3,7,3,2,4,3,2,1,3,6,4,3,2,4,3
2626,6,2,4,2,1,3,2,2,4,1,6,2,13,3,6,2,4,2,1,3,2,2,4,1,6,2,13,3
2627,10,2,11,3,8,2,9,3,4,2,7,4,7,1,10,2,11,3,8,2,9,3,4,2,7,4,7,1
2628,13,4,11,2,6,1,11,4,4,3,10,1,5,2,13,4,11,2,6,1,11,4,4,3,10,1,5,2
2629,4,1,11,4,13,4,13,3,2,2,10,2,8,3,4,1,11,4,13,4,13,3,2,2,10,2,8,3
2630,5,1,5,3,7,1,5,3,11,1,6,1,5,4,5,1,5,3,7,1,5,3,11,1,6,1,5,4
2631,9,2,12,3,12,4,9,1,1,3,5,2,10,2,9,2,12,3,12,4,9,1,1,3,5,2,10,2
2632,3,1,8,3,2,1,7,1,12,2,3,1,8,2,3,1,8,3,2,1,7,1,12,2,3,1,8,2
2633,9,2,6,4,8,1,1,4,7,2,8,3,8,2,9,2,6,4,8,1,1,4,7,2,8,3,8,2
2634,9,4,12,1,5,3,7,4,6,2,2,4,6,1,9,4,12,1,5,3,7,4,6,2,2,4,6,1
2635,8,1,1,1,2,3,2,4,13,1,10,1,5,4,8,1,1,1,2,3,2,4,13,1,10,1,5,4
2636,9,2,8,4,2,2,1,1,5,3,8,4,2,1,9,2,8,4,2,2,1,1,5,3,8,4,2,1
2637,9,3,3,4,5,4,4,2,10,3,3,4,3,2,9,3,3,4,5,4,4,2,10,3,3,4,3,2
2638,7,3,12,1,2,3,10,3,8,4,8,1,13,4,7,3,12,1,2,3,10,3,8,4,8,1,13,4
2639,7,2,11,3,3,4,2,1,10,2,2,2,9,2,7,2,11,3,3,4,2,1,10,2,2,2,9,2
2640,11,2,9,3,9,1,6,3,13,3,4,4,5,1,11,2,9,3,9,1,6,3,13,3,4,4,5,1
2641,10,1,3,1,9,3,7,2,8,1,13,4,13,3,10,1,3,1,9,3,7,2,8,1,13,4,13,3
2642,12,1,12,4,8,1,10,1,10,4,6,2,11,2,12,1,12,4,8,1,10,1,10,4,6,2,11,2
2643,5,4,10,4,1,1,1,1,3,4,7,1,3,1,5,4,10,4,1,1,1,1,3,4,7,1,3,1
2644,6,1,10,2,1,3,7,3,8,4,5,1,4,2,6,1,10,2,1,3,7,3,8,4,5,1,4,2
2645,8,4,8,2,1,1,13,3,2,2,2,1,12,1,8,4,8,2,1,1,13,3,2,2,2,1,12,1
2646,12,2,11,4,11,2,5,3,9,1,10,4,4,1,12,2,11,4,11,2,5,3,9,1,10,4,4,1
2647,8,4,3,2,4,3,5,4,9,4,4,1,3,2,8,4,3,2,4,3,5,4,9,4,4,1,3,2
2648,10,3,8,3,7,3,4,1,3,1,10,2,5,2,10,3,8,3,7,3,4,1,3,1,10,2,5,2
2649,8,4,3,2,7,1,9,3,3,1,1,3,12,1,8,4,3,2,7,1,9,3,3,1,1,3,12,1
2650,1,2,7,1,6,2,1,3,13,4,7,2,11,2,1,2,7,1,6,2,1,3,13,4,7,2,11,2
2651,3,1,13,2,9,1,12,1,2,3,13,3,12,4,3,1,13,2,9,1,12,1,2,3,13,3,12,4
2652,3,2,7,2,12,1,8,4,12,2,8,1,7,3,3,2,7,2,12,1,8,4,12,2,8,1,7,3
2653,2,2,8,1,6,4,10,3,11,3,10,3,6,2,2,2,8,1,6,4,10,3,11,3,10,3,6,2
2654,10,1,1,1,1,3,2,3,8,4,3,3,3,4,10,1,1,1,1,3,2,3,8,4,3,3,3,4
2655,3,2,1,1,13,1,1,4,10,2,10,3,6,3,3,2,1,1,13,1,1,4,10,2,10,3,6,3
2656,7,2,11,3,10,1,7,4,4,2,10,1,5,2,7,2,11,3,10,1,7,4,4,2,10,1,5,2
2657,7,4,8,3,4,3,12,4,2,1,8,4,6,2,7,4,8,3,4,3,12,4,2,1,8,4,6,2
2658,12,4,11,4,3,1,3,2,8,1,1,2,13,4,12,4,11,4,3,1,3,2,8,1,1,2,13,4
2659,12,2,9,1,1,3,10,4,7,1,1,2,6,3,12,2,9,1,1,3,10,4,7,1,1,2,6,3
2660,6,3,5,2,12,1,3,1,12,2,2,2,3,1,6,3,5,2,12,1,3,1,12,2,2,2,3,1
2661,13,4,1,4,11,1,9,4,5,3,3,4,13,3,13,4,1,4,11,1,9,4,5,3,3,4,13,3
2662,10,2,2,3,12,3,6,1,1,4,6,2,3,3,10,2,2,3,12,3,6,1,1,4,6,2,3,3
2663,12,2,13,4,2,3,11,1,6,3,7,3,10,3,12,2,13,4,2,3,11,1,6,3,7,3,10,3
2664,11,3,3,4,12,1,7,4,9,1,3,1,6,3,11,3,3,4,12,1,7,4,9,1,3,1,6,3
2665,7,1,3,1,1,2,9,1,12,4,8,3,9,2,7,1,3,1,1,2,9,1,12,4,8,3,9,2
2666,6,3,8,2,11,3,13,1,11,3,12,3,13,2,6,3,8,2,11,3,13,1,11,3,12,3,13,2
2667,3,2,6,3,10,4,7,1,5,4,12,4,7,1,3,2,6,3,10,4,7,1,5,4,12,4,7,1
2668,8,4,2,4,11,2,7,4,5,4,12,4,13,4,8,4,2,4,11,2,7,4,5,4,12,4,13,4
2669,13,4,8,2,4,2,7,3,12,1,10,4,3,2,13,4,8,2,4,2,7,3,12,1,10,4,3,2
2670,11,2,3,2,5,2,6,3,6,4,1,1,10,4,11,2,3,2,5,2,6,3,6,4,1,1,10,4
2671,9,2,13,3,8,2,7,4,10,4,10,2,3,2,9,2,13,3,8,2,7,4,10,4,10,2,3,2
2672,7,4,3,1,3,4,2,1,11,3,13,1,9,3,7,4,3,1,3,4,2,1,11,3,13,1,9,3
2673,2,2,10,3,2,4,10,2,12,1,13,1,8,2,2,2,10,3,2,4,10,2,12,1,13,1,8,2
2674,4,2,3,1,3,2,12,4,13,4,13,2,11,2,4,2,3,1,3,2,12,4,13,4,13,2,11,2
2675,6,3,5,2,13,4,4,2,7,1,12,2,10,1,6,3,5,2,13,4,4,2,7,1,12,2,10,1
2676,13,4,6,2,6,3,9,1,8,2,7,2,1,4,13,4,6,2,6,3,9,1,8,2,7,2,1,4
2677,7,1,12,1,2,3,8,1,9,4,8,3,3,2,7,1,12,1,2,3,8,1,9,4,8,3,3,2
2678,6,1,1,3,7,3,7,3,2,2,7,2,11,2,6,1,1,3,7,3,7,3,2,2,7,2,11,2
2679,10,3,9,3,12,1,3,3,9,1,7,4,8,2,10,3,9,3,12,1,3,3,9,1,7,4,8,2
2680,11,1,6,3,1,3,9,4,4,2,11,3,7,1,11,1,6,3,1,3,9,4,4,2,11,3,7,1
2681,10,3,4,4,12,3,10,3,1,2,9,1,10,3,10,3,4,4,12,3,10,3,1,2,9,1,10,3
2682,2,3,10,4,5,1,6,2,3,2,11,3,13,4,2,3,10,4,5,1,6,2,3,2,11,3,13,4
2683,13,2,9,4,5,2,9,3,7,3,13,1,4,4,13,2,9,4,5,2,9,3,7,3,13,1,4,4
2684,1,4,9,3,4,4,10,2,3,2,10,2,3,3,1,4,9,3,4,4,10,2,3,2,10,2,3,3
2685,2,4,1,3,3,4,9,2,3,3,12,4,2,2,2,4,1,3,3,4,9,2,3,3,12,4,2,2
2686,13,2,7,1,8,3,11,2,10,1,7,1,3,3,13,2,7,1,8,3,11,2,10,1,7,1,3,3
2687,1,2,12,3,3,1,4,2,10,3,2,4,7,4,1,2,12,3,3,1,4,2,10,3,2,4,7,4
2688,8,2,6,3,3,3,13,4,2,3,9,3,10,4,8,2,6,3,3,3,13,4,2,3,9,3,10,4
2689,4,4,13,4,11,4,13,4,13,3,7,4,6,1,4,4,13,4,11,4,13,4,13,3,7,4,6,1
2690,9,4,6,3,9,3,9,4,4,4,1,1,8,2,9,4,6,3,9,3,9,4,4,4,1,1,8,2
2691,6,4,8,4,11,2,8,3,7,1,11,2,13,4,6,4,8,4,11,2,8,3,7,1,11,2,13,4
2692,5,1,10,2,1,2,13,4,12,4,9,4,10,3,5,1,10,2,1,2,13,4,12,4,9,4,10,3
2693,5,2,1,4,8,3,2,4,7,4,1,4,7,3,5,2,1,4,8,3,2,4,7,4,1,4,7,3
2694,12,2,1,2,4,3,13,3,11,2,1,1,6,4,12,2,1,2,4,3,13,3,11,2,1,1,6,4
2695,5,4,11,3,5,2,6,4,3,1,11,4,7,1,5,4,11,3,5,2,6,4,3,1,11,4,7,1
2696,6,1,6,2,8,4,6,4,10,3,4,3,6,4,6,1,6,2,8,4,6,4,10,3,4,3,6,4
2697,9,2,11,2,4,3,13,3,8,2,2,2,8,2,9,2,11,2,4,3,13,3,8,2,2,2,8,2
2698,11,2,12,2,1,3,4,1,4,2,4,2,4,1,11,2,12,2,1,3,4,1,4,2,4,2,4,1
2699,1,2,2,3,3,2,1,2,6,3,3,1,6,3,1,2,2,3,3,2,1,2,6,3,3,1,6,3
2700,13,1,10,3,2,1,11,2,9,3,13,2,1,1,13,1,10,3,2,1,11,2,9,3,13,2,1,1
2701,8,4,13,1,12,4,7,2,10,2,8,1,10,2,8,4,13,1,12,4,7,2,10,2,8,1,10,2
2702,9,3,4,3,8,4,13,2,10,4,3,2,3,2,9,3,4,3,8,4,13,2,10,4,3,2,3,2
2703,8,3,4,3,5,4,9,1,7,4,10,4,8,4,8,3,4,3,5,4,9,1,7,4,10,4,8,4
2704,10,1,1,2,13,2,5,4,9,1,11,1,11,4,10,1,1,2,13,2,5,4,9,1,11,1,11,4
2705,3,1,9,1,1,2,11,1,9,3,8,1,9,1,3,1,9,1,1,2,11,1,9,3,8,1,9,1
2706,4,3,4,4,7,1,11,2,11,3,13,3,13,1,4,3,4,4,7,1,11,2,11,3,13,3,13,1
2707,7,3,12,3,8,1,2,1,6,1,2,3,7,4,7,3,12,3,8,1,2,1,6,1,2,3,7,4
2708,9,4,10,4,6,4,2,4,13,3,2,2,9,1,9,4,10,4,6,4,2,4,13,3,2,2,9,1
2709,2,3,9,2,4,1,12,2,1,4,8,1,10,4,2,3,9,2,4,1,12,2,1,4,8,1,10,4
2710,10,1,12,4,4,2,1,4,8,4,2,2,2,4,10,1,12,4,4,2,1,4,8,4,2,2,2,4
2711,11,1,10,4,13,1,2,3,7,3,13,3,13,1,11,1,10,4,13,1,2,3,7,3,13,3,13,1
2712,6,3,4,3,3,2,5,2,12,1,10,4,9,4,6,3,4,3,3,2,5,2,12,1,10,4,9,4
2713,7,2,11,1,12,1,1,4,5,3,3,3,5,3,7,2,11,1,12,1,1,4,5,3,3,3,5,3
2714,9,2,10,2,6,4,1,1,11,2,8,1,11,4,9,2,10,2,6,4,1,1,11,2,8,1,11,4
2715,2,2,7,1,12,4,10,2,2,3,13,3,12,1,2,2,7,1,12,4,10,2,2,3,13,3,12,1
2716,1,2,6,1,13,3,1,1,7,3,4,4,3,1,1,2,6,1,13,3,1,1,7,3,4,4,3,1
2717,13,4,13,3,2,3,12,3,9,3,1,4,8,3,13,4,13,3,2,3,12,3,9,3,1,4,8,3
2718,1,4,9,1,12,1,11,4,6,1,9,2,12,3,1,4,9,1,12,1,11,4,6,1,9,2,12,3
2719,12,3,12,2,7,3,8,1,3,3,5,1,13,1,12,3,12,2,7,3,8,1,3,3,5,1,13,1
2720,5,1,2,2,2,1,5,3,5,1,13,1,8,2,5,1,2,2,2,1,5,3,5,1,13,1,8,2
2721,13,1,1,3,8,4,7,1,9,4,10,4,5,3,13,1,1,3,8,4,7,1,9,4,10,4,5,3
2722,9,2,4,1,7,4,11,2,3,3,4,1,2,2,9,2,4,1,7,4,11,2,3,3,4,1,2,2
2723,6,3,5,4,5,1,11,3,5,4,1,3,10,3,6,3,5,4,5,1,11,3,5,4,1,3,10,3
2724,13,4,5,2,3,2,4,2,13,4,13,4,10,3,13,4,5,2,3,2,4,2,13,4,13,4,10,3
2725,4,2,9,3,1,3,1,1,3,3,10,3,8,3,4,2,9,3,1,3,1,1,3,3,10,3,8,3
2726,9,2,6,2,5,3,9,1,9,1,3,2,6,1,9,2,6,2,5,3,9,1,9,1,3,2,6,1
2727,10,3,4,3,6,2,4,2,9,4,2,4,11,4,10,3,4,3,6,2,4,2,9,4,2,4,11,4
2728,9,3,6,2,12,3,13,1,6,3,5,1,5,4,9,3,6,2,12,3,13,1,6,3,5,1,5,4
2729,7,3,11,2,6,3,13,3,2,2,9,1,5,4,7,3,11,2,6,3,13,3,2,2,9,1,5,4
2730,13,2,5,4,11,4,7,3,10,3,10,2,10,3,13,2,5,4,11,4,7,3,10,3,10,2,10,3
2731,9,4,1,3,6,4,13,3,4,2,6,1,8,1,9,4,1,3,6,4,13,3,4,2,6,1,8,1
2732,13,3,1,4,9,2,6,4,4,3,8,3,3,2,13,3,1,4,9,2,6,4,4,3,8,3,3,2
2733,4,1,2,1,9,3,12,1,12,1,12,4,8,3,4,1,2,1,9,3,12,1,12,1,12,4,8,3
2734,7,3,5,3,8,1,13,3,9,1,8,3,3,2,7,3,5,3,8,1,13,3,9,1,8,3,3,2
2735,12,3,13,4,7,2,3,2,6,4,1,4,5,2,12,3,13,4,7,2,3,2,6,4,1,4,5,2
2736,9,1,4,1,12,2,10,3,2,3,1,3,4,3,9,1,4,1,12,2,10,3,2,3,1,3,4,3
2737,2,4,10,3,11,3,5,3,8,1,8,3,9,1,2,4,10,3,11,3,5,3,8,1,8,3,9,1
2738,8,3,4,1,3,3,5,2,1,1,1,4,10,3,8,3,4,1,3,3,5,2,1,1,1,4,10,3
2739,11,2,13,1,8,4,7,2,1,2,3,2,3,3,11,2,13,1,8,4,7,2,1,2,3,2,3,3
2740,2,4,6,4,9,4,11,3,12,1,11,1,3,1,2,4,6,4,9,4,11,3,12,1,11,1,3,1
2741,13,1,3,3,1,1,5,2,1,2,1,1,9,2,13,1,3,3,1,1,5,2,1,2,1,1,9,2
2742,4,3,9,2,3,3,3,3,6,3,5,1,9,1,4,3,9,2,3,3,3,3,6,3,5,1,9,1
2743,1,1,5,4,8,4,13,4,3,1,7,3,12,1,1,1,5,4,8,4,13,4,3,1,7,3,12,1
2744,3,4,1,3,12,4,3,4,8,1,10,2,11,3,3,4,1,3,12,4,3,4,8,1,10,2,11,3
2745,4,4,8,3,11,3,10,2,11,1,9,1,12,1,4,4,8,3,11,3,10,2,11,1,9,1,12,1
2746,10,3,4,1,13,3,10,2,10,4,4,3,3,3,10,3,4,1,13,3,10,2,10,4,4,3,3,3
2747,9,2,6,3,7,1,2,3,13,4,9,3,13,3,9,2,6,3,7,1,2,3,13,4,9,3,13,3
2748,10,3,13,4,10,1,11,2,6,2,4,3,8,4,10,3,13,4,10,1,11,2,6,2,4,3,8,4
2749,9,3,1,1,6,3,9,3,8,1,10,4,7,2,9,3,1,1,6,3,9,3,8,1,10,4,7,2
2750,2,4,3,2,11,1,11,4,13,1,10,1,8,4,2,4,3,2,11,1,11,4,13,1,10,1,8,4
2751,2,2,13,1,5,1,5,4,4,1,13,4,10,2,2,2,13,1,5,1,5,4,4,1,13,4,10,2
2752,2,1,12,3,5,2,12,3,9,3,9,4,3,1,2,1,12,3,5,2,12,3,9,3,9,4,3,1
2753,13,2,13,1,13,3,5,4,3,1,13,3,6,3,13,2,13,1,13,3,5,4,3,1,13,3,6,3
2754,10,2,11,1,1,3,4,2,6,1,4,2,4,2,10,2,11,1,1,3,4,2,6,1,4,2,4,2
2755,10,3,10,3,12,1,1,1,5,1,12,2,13,3,10,3,10,3,12,1,1,1,5,1,12,2,13,3
2756,3,1,4,1,12,1,7,4,1,1,13,1,2,3,3,1,4,1,12,1,7,4,1,1,13,1,2,3
2757,1,2,2,3,1,2,12,3,2,4,13,3,13,1,1,2,2,3,1,2,12,3,2,4,13,3,13,1
2758,8,2,4,2,4,4,2,3,13,3,4,2,9,3,8,2,4,2,4,4,2,3,13,3,4,2,9,3
2759,1,3,10,1,8,4,12,3,8,1,6,3,4,1,1,3,10,1,8,4,12,3,8,1,6,3,4,1
2760,11,1,6,2,4,1,3,1,8,2,8,2,7,1,11,1,6,2,4,1,3,1,8,2,8,2,7,1
2761,3,1,1,2,12,4,7,2,12,3,6,2,9,2,3,1,1,2,12,4,7,2,12,3,6,2,9,2
2762,6,4,4,3,12,2,5,1,13,2,10,1,6,1,6,4,4,3,12,2,5,1,13,2,10,1,6,1
2763,6,2,5,4,13,4,6,3,4,3,4,1,2,3,6,2,5,4,13,4,6,3,4,3,4,1,2,3
2764,13,2,6,3,8,1,6,2,4,3,13,4,9,2,13,2,6,3,8,1,6,2,4,3,13,4,9,2
2765,10,1,8,3,2,4,8,4,4,3,12,1,11,2,10,1,8,3,2,4,8,4,4,3,12,1,11,2
2766,3,3,6,3,2,4,9,4,4,1,9,2,7,4,3,3,6,3,2,4,9,4,4,1,9,2,7,4
2767,8,1,7,3,5,2,6,1,13,4,12,3,5,3,8,1,7,3,5,2,6,1,13,4,12,3,5,3
2768,6,3,10,1,4,3,9,4,12,1,2,1,6,1,6,3,10,1,4,3,9,4,12,1,2,1,6,1
2769,1,4,2,4,11,2,6,3,9,2,10,4,3,2,1,4,2,4,11,2,6,3,9,2,10,4,3,2
2770,7,2,8,1,4,1,1,4,6,4,3,3,5,3,7,2,8,1,4,1,1,4,6,4,3,3,5,3
2771,9,3,4,3,4,1,12,4,7,1,11,2,4,2,9,3,4,3,4,1,12,4,7,1,11,2,4,2
2772,7,2,10,2,10,2,4,1,13,1,6,3,2,4,7,2,10,2,10,2,4,1,13,1,6,3,2,4
2773,7,1,1,2,10,3,2,1,12,1,2,4,6,3,7,1,1,2,10,3,2,1,12,1,2,4,6,3
2774,5,2,2,2,9,2,10,2,3,3,1,1,7,1,5,2,2,2,9,2,10,2,3,3,1,1,7,1
2775,11,4,1,1,4,1,7,3,13,3,8,2,13,3,11,4,1,1,4,1,7,3,13,3,8,2,13,3
2776,2,4,11,1,2,3,7,2,5,2,2,3,8,2,2,4,11,1,2,3,7,2,5,2,2,3,8,2
2777,1,1,10,4,4,1,3,2,12,4,6,3,6,1,1,1,10,4,4,1,3,2,12,4,6,3,6,1
2778,10,2,4,4,2,4,8,2,7,1,12,1,6,4,10,2,4,4,2,4,8,2,7,1,12,1,6,4
2779,10,3,9,1,3,4,12,4,4,2,12,2,11,1,10,3,9,1,3,4,12,4,4,2,12,2,11,1
2780,4,4,4,4,7,3,12,2,8,1,6,1,12,1,4,4,4,4,7,3,12,2,8,1,6,1,12,1
2781,5,1,1,4,12,4,3,1,11,2,6,1,4,1,5,1,1,4,12,4,3,1,11,2,6,1,4,1
2782,2,4,12,2,4,2,10,4,1,4,10,1,11,1,2,4,12,2,4,2,10,4,1,4,10,1,11,1
2783,2,1,12,4,3,4,6,1,2,1,4,1,8,1,2,1,12,4,3,4,6,1,2,1,4,1,8,1
2784,13,2,10,1,13,2,4,4,7,3,1,3,7,2,13,2,10,1,13,2,4,4,7,3,1,3,7,2
2785,2,3,3,1,5,4,3,3,3,4,12,2,11,1,2,3,3,1,5,4,3,3,3,4,12,2,11,1
2786,5,4,6,4,7,4,13,2,1,4,11,4,3,4,5,4,6,4,7,4,13,2,1,4,11,4,3,4
2787,6,4,6,3,5,1,1,1,1,4,9,1,9,2,6,4,6,3,5,1,1,1,1,4,9,1,9,2
2788,2,4,3,1,3,2,7,2,3,2,7,3,12,2,2,4,3,1,3,2,7,2,3,2,7,3,12,2
2789,6,2,7,1,2,2,2,1,5,4,2,2,4,2,6,2,7,1,2,2,2,1,5,4,2,2,4,2
2790,8,4,6,2,2,3,12,2,1,3,11,2,7,1,8,4,6,2,2,3,12,2,1,3,11,2,7,1
2791,11,1,11,3,13,3,13,3,3,4,3,1,11,2,11,1,11,3,13,3,13,3,3,4,3,1,11,2
2792,12,4,3,4,12,3,6,2,8,4,9,1,6,3,12,4,3,4,12,3,6,2,8,4,9,1,6,3
2793,4,2,13,2,11,3,3,3,2,2,5,1,1,1,4,2,13,2,11,3,3,3,2,2,5,1,1,1
2794,3,3,1,4,3,4,11,1,13,2,13,4,10,1,3,3,1,4,3,4,11,1,13,2,13,4,10,1
2795,11,1,2,3,5,1,2,3,10,2,5,2,1,3,11,1,2,3,5,1,2,3,10,2,5,2,1,3
2796,3,3,1,1,2,4,4,4,10,3,2,1,9,4,3,3,1,1,2,4,4,4,10,3,2,1,9,4
2797,6,3,2,1,4,2,11,2,10,4,1,3,6,3,6,3,2,1,4,2,11,2,10,4,1,3,6,3
2798,10,1,12,2,6,1,10,2,2,3,11,2,4,3,10,1,12,2,6,1,10,2,2,3,11,2,4,3
2799,9,2,2,3,1,3,9,1,9,3,6,4,2,2,9,2,2,3,1,3,9,1,9,3,6,4,2,2
2800,12,4,13,1,10,1,8,3,3,4,3,3,10,4,12,4,13,1,10,1,8,3,3,4,3,3,10,4
2801,12,3,9,3,2,3,11,4,4,3,9,3,13,2,12,3,9,3,2,3,11,4,4,3,9,3,13,2
2802,1,3,11,1,1,1,5,1,7,4,1,4,5,3,1,3,11,1,1,1,5,1,7,4,1,4,5,3
2803,12,1,13,1,9,3,9,2,13,1,4,3,11,4,12,1,13,1,9,3,9,2,13,1,4,3,11,4
2804,9,4,7,4,8,3,9,3,4,3,12,1,1,4,9,4,7,4,8,3,9,3,4,3,12,1,1,4
2805,6,1,10,3,2,2,3,4,2,1,7,2,11,1,6,1,10,3,2,2,3,4,2,1,7,2,11,1
2806,3,4,9,4,12,1,2,1,2,3,3,1,11,3,3,4,9,4,12,1,2,1,2,3,3,1,11,3
2807,9,3,4,1,5,3,4,1,13,1,9,3,6,4,9,3,4,1,5,3,4,1,13,1,9,3,6,4
2808,1,2,6,3,10,4,3,3,2,3,2,1,9,4,1,2,6,3,10,4,3,3,2,3,2,1,9,4
2809,5,4,6,4,5,3,4,2,3,4,9,4,9,3,5,4,6,4,5,3,4,2,3,4,9,4,9,3
2810,5,2,1,2,8,2,7,1,10,3,6,1,5,3,5,2,1,2,8,2,7,1,10,3,6,1,5,3
2811,3,2,13,1,6,3,7,2,5,3,13,3,1,3,3,2,13,1,6,3,7,2,5,3,13,3,1,3
2812,2,4,5,4,9,3,8,2,2,2,4,4,9,2,2,4,5,4,9,3,8,2,2,2,4,4,9,2
2813,9,2,10,1,5,2,2,4,7,1,7,3,9,1,9,2,10,1,5,2,2,4,7,1,7,3,9,1
2814,6,4,9,2,10,4,4,3,13,2,9,2,7,2,6,4,9,2,10,4,4,3,13,2,9,2,7,2
2815,8,4,12,3,4,4,4,4,8,1,7,4,9,1,8,4,12,3,4,4,4,4,8,1,7,4,9,1
2816,10,1,1,1,4,2,3,4,3,4,11,2,3,3,10,1,1,1,4,2,3,4,3,4,11,2,3,3
2817,13,3,3,4,3,1,4,3,13,2,11,2,6,4,13,3,3,4,3,1,4,3,13,2,11,2,6,4
2818,11,3,2,3,2,2,2,1,8,4,9,1,3,3,11,3,2,3,2,2,2,1,8,4,9,1,3,3
2819,6,2,7,3,1,2,13,3,1,2,11,1,10,3,6,2,7,3,1,2,13,3,1,2,11,1,10,3
2820,3,3,13,4,9,2,3,4,13,1,9,3,2,4,3,3,13,4,9,2,3,4,13,1,9,3,2,4
2821,4,1,4,3,2,2,5,1,13,1,3,3,4,2,4,1,4,3,2,2,5,1,13,1,3,3,4,2
2822,9,3,10,1,13,3,2,1,11,4,3,1,10,3,9,3,10,1,13,3,2,1,11,4,3,1,10,3
2823,1,3,11,4,3,4,11,3,13,2,12,4,7,4,1,3,11,4,3,4,11,3,13,2,12,4,7,4
2824,7,4,10,4,3,2,8,3,6,1,2,4,12,1,7,4,10,4,3,2,8,3,6,1,2,4,12,1
2825,2,2,12,2,3,4,10,1,3,4,2,3,3,1,2,2,12,2,3,4,10,1,3,4,2,3,3,1
2826,6,4,4,1,10,1,4,3,12,4,12,1,11,4,6,4,4,1,10,1,4,3,12,4,12,1,11,4
