,rank1,suit1,rank2,suit2,rank3,suit3,rank4,suit4,rank5,suit5,rank6,suit6,rank7,suit7,class,win
8090,9,hearts,2,spades,3,clubs,7,clubs,2,hearts,11,clubs,11,diamonds,2,1
8091,1,clubs,10,hearts,3,clubs,7,clubs,2,hearts,11,clubs,11,diamonds,1,-1
8092,8,clubs,4,spades,7,clubs,8,diamonds,4,hearts,3,hearts,4,hearts,6,1
8093,1,diamonds,11,spades,7,clubs,8,diamonds,4,hearts,3,hearts,4,hearts,1,-1
8094,12,clubs,12,hearts,13,diamonds,3,clubs,8,spades,1,clubs,13,spades,2,1
8095,8,hearts,2,clubs,13,diamonds,3,clubs,8,spades,1,clubs,13,spades,2,-1
8096,7,diamonds,5,clubs,9,hearts,11,hearts,13,hearts,7,clubs,12,clubs,1,-1
8097,7,diamonds,13,spades,9,hearts,11,hearts,13,hearts,7,clubs,12,clubs,2,1
8098,3,hearts,5,spades,6,spades,12,spades,4,diamonds,6,clubs,8,diamonds,1,-1
8099,7,diamonds,7,hearts,6,spades,12,spades,4,diamonds,6,clubs,8,diamonds,2,1
8100,3,clubs,5,clubs,11,hearts,9,hearts,2,hearts,12,hearts,5,spades,1,1
8101,6,diamonds,1,spades,11,hearts,9,hearts,2,hearts,12,hearts,5,spades,0,-1
8102,12,hearts,5,hearts,5,clubs,6,clubs,4,clubs,8,hearts,1,spades,1,1
8103,11,clubs,7,hearts,5,clubs,6,clubs,4,clubs,8,hearts,1,spades,0,-1
8104,11,clubs,12,diamonds,9,diamonds,8,spades,3,diamonds,8,hearts,12,diamonds,2,1
8105,2,clubs,9,spades,9,diamonds,8,spades,3,diamonds,8,hearts,12,diamonds,2,-1
8106,1,clubs,1,spades,8,clubs,8,diamonds,5,hearts,10,diamonds,12,spades,2,1
8107,3,spades,6,spades,8,clubs,8,diamonds,5,hearts,10,diamonds,12,spades,1,-1
8108,6,diamonds,6,hearts,3,clubs,5,hearts,8,clubs,5,spades,2,hearts,2,-1
8109,12,spades,5,hearts,3,clubs,5,hearts,8,clubs,5,spades,2,hearts,3,1
8110,5,spades,6,diamonds,2,diamonds,1,spades,9,clubs,3,diamonds,6,hearts,1,1
8111,10,clubs,8,clubs,2,diamonds,1,spades,9,clubs,3,diamonds,6,hearts,0,-1
8112,2,clubs,4,clubs,5,spades,11,clubs,6,spades,12,hearts,3,clubs,0,1
8113,4,diamonds,9,spades,5,spades,11,clubs,6,spades,12,hearts,3,clubs,0,-1
8114,11,clubs,4,hearts,9,hearts,9,clubs,5,diamonds,6,spades,12,clubs,1,-1
8115,9,hearts,13,spades,9,hearts,9,clubs,5,diamonds,6,spades,12,clubs,3,1
8116,13,hearts,2,hearts,9,spades,11,clubs,8,spades,3,spades,5,diamonds,0,-1
8117,8,hearts,3,clubs,9,spades,11,clubs,8,spades,3,spades,5,diamonds,2,1
8118,13,spades,10,hearts,9,hearts,11,spades,12,clubs,9,clubs,4,hearts,1,1
8119,2,clubs,7,spades,9,hearts,11,spades,12,clubs,9,clubs,4,hearts,1,-1
8120,11,spades,7,diamonds,4,spades,5,diamonds,2,clubs,8,clubs,10,clubs,0,-1
8121,4,hearts,11,spades,4,spades,5,diamonds,2,clubs,8,clubs,10,clubs,1,1
8122,6,diamonds,11,diamonds,10,diamonds,5,hearts,13,clubs,1,hearts,1,diamonds,1,-1
8123,5,spades,2,diamonds,10,diamonds,5,hearts,13,clubs,1,hearts,1,diamonds,2,1
8124,13,hearts,12,spades,8,hearts,1,spades,7,spades,4,spades,12,hearts,1,1
8125,8,diamonds,5,clubs,8,hearts,1,spades,7,spades,4,spades,12,hearts,1,-1
8126,7,spades,7,clubs,2,clubs,6,diamonds,8,spades,2,spades,9,spades,2,1
8127,3,diamonds,12,diamonds,2,clubs,6,diamonds,8,spades,2,spades,9,spades,1,-1
8128,4,spades,6,diamonds,11,hearts,3,diamonds,3,clubs,7,spades,13,hearts,1,1
8129,10,diamonds,1,hearts,11,hearts,3,diamonds,3,clubs,7,spades,13,hearts,1,-1
8130,13,diamonds,10,clubs,10,spades,2,spades,8,spades,2,spades,11,spades,5,1
8131,8,diamonds,1,diamonds,10,spades,2,spades,8,spades,2,spades,11,spades,5,-1
8132,3,diamonds,4,hearts,9,clubs,4,clubs,6,spades,11,clubs,7,hearts,1,1
8133,2,clubs,8,spades,9,clubs,4,clubs,6,spades,11,clubs,7,hearts,0,-1
8134,8,clubs,13,spades,2,diamonds,11,diamonds,6,hearts,3,diamonds,1,spades,0,-1
8135,9,clubs,6,clubs,2,diamonds,11,diamonds,6,hearts,3,diamonds,1,spades,1,1
8136,1,spades,6,diamonds,2,diamonds,3,spades,13,hearts,9,spades,12,diamonds,0,-1
8137,5,spades,13,hearts,2,diamonds,3,spades,13,hearts,9,spades,12,diamonds,1,1
8138,4,clubs,4,spades,2,hearts,5,diamonds,6,diamonds,1,spades,10,clubs,1,1
8139,13,spades,13,clubs,2,hearts,5,diamonds,6,diamonds,1,spades,10,clubs,1,-1
8140,9,diamonds,1,diamonds,5,diamonds,5,hearts,6,clubs,5,hearts,5,hearts,7,1
8141,13,hearts,9,diamonds,5,diamonds,5,hearts,6,clubs,5,hearts,5,hearts,7,-1
8142,13,diamonds,11,spades,12,hearts,1,diamonds,11,diamonds,13,hearts,8,spades,2,1
8143,7,clubs,8,spades,12,hearts,1,diamonds,11,diamonds,13,hearts,8,spades,1,-1
8144,12,clubs,13,diamonds,4,spades,4,diamonds,10,diamonds,4,hearts,13,hearts,6,1
8145,12,spades,1,spades,4,spades,4,diamonds,10,diamonds,4,hearts,13,hearts,3,-1
8146,13,hearts,12,clubs,5,clubs,6,clubs,6,spades,2,clubs,9,hearts,1,1
8147,10,clubs,11,hearts,5,clubs,6,clubs,6,spades,2,clubs,9,hearts,1,-1
8148,9,hearts,10,spades,4,clubs,11,diamonds,13,clubs,4,hearts,9,spades,2,1
8149,1,spades,7,diamonds,4,clubs,11,diamonds,13,clubs,4,hearts,9,spades,1,-1
8150,2,clubs,3,hearts,2,diamonds,7,clubs,11,spades,12,diamonds,4,spades,1,1
8151,1,diamonds,10,spades,2,diamonds,7,clubs,11,spades,12,diamonds,4,spades,0,-1
8152,13,spades,4,hearts,12,hearts,3,clubs,6,spades,13,clubs,11,diamonds,1,-1
8153,11,diamonds,12,diamonds,12,hearts,3,clubs,6,spades,13,clubs,11,diamonds,2,1
8154,3,spades,10,diamonds,4,spades,7,clubs,4,hearts,6,hearts,5,hearts,1,1
8155,9,clubs,12,spades,4,spades,7,clubs,4,hearts,6,hearts,5,hearts,1,-1
8156,2,diamonds,2,spades,11,hearts,2,diamonds,6,clubs,8,spades,4,hearts,3,1
8157,2,diamonds,13,clubs,11,hearts,2,diamonds,6,clubs,8,spades,4,hearts,1,-1
8158,13,diamonds,2,diamonds,3,clubs,1,clubs,6,spades,12,clubs,5,spades,0,-1
8159,6,clubs,1,diamonds,3,clubs,1,clubs,6,spades,12,clubs,5,spades,2,1
8160,3,diamonds,2,hearts,1,spades,7,spades,2,hearts,3,spades,8,diamonds,2,1
8161,6,hearts,8,hearts,1,spades,7,spades,2,hearts,3,spades,8,diamonds,1,-1
8162,7,hearts,5,clubs,3,clubs,13,hearts,5,hearts,9,hearts,11,hearts,5,1
8163,12,hearts,3,diamonds,3,clubs,13,hearts,5,hearts,9,hearts,11,hearts,5,-1
8164,12,spades,10,spades,9,diamonds,10,hearts,10,diamonds,12,clubs,3,hearts,6,1
8165,10,spades,9,clubs,9,diamonds,10,hearts,10,diamonds,12,clubs,3,hearts,6,-1
8166,10,spades,6,hearts,10,spades,6,spades,6,hearts,5,hearts,1,clubs,6,1
8167,7,clubs,5,spades,10,spades,6,spades,6,hearts,5,hearts,1,clubs,2,-1
8168,8,spades,12,hearts,5,diamonds,9,diamonds,3,diamonds,8,clubs,9,diamonds,2,-1
8169,4,diamonds,3,spades,5,diamonds,9,diamonds,3,diamonds,8,clubs,9,diamonds,5,1
8170,9,hearts,1,hearts,3,spades,10,diamonds,9,spades,7,spades,12,clubs,1,1
8171,2,diamonds,6,hearts,3,spades,10,diamonds,9,spades,7,spades,12,clubs,0,-1
8172,1,spades,12,clubs,6,clubs,8,spades,6,hearts,4,hearts,4,spades,2,1
8173,3,hearts,12,clubs,6,clubs,8,spades,6,hearts,4,hearts,4,spades,2,-1
8174,1,spades,12,clubs,4,hearts,6,spades,5,hearts,2,hearts,10,clubs,0,-1
8175,10,clubs,6,spades,4,hearts,6,spades,5,hearts,2,hearts,10,clubs,2,1
8176,8,hearts,12,diamonds,10,hearts,2,clubs,13,clubs,7,diamonds,10,clubs,1,1
8177,6,diamonds,3,hearts,10,hearts,2,clubs,13,clubs,7,diamonds,10,clubs,1,-1
8178,5,diamonds,1,diamonds,13,diamonds,6,spades,1,clubs,1,spades,8,spades,3,1
8179,5,diamonds,13,clubs,13,diamonds,6,spades,1,clubs,1,spades,8,spades,2,-1
8180,4,hearts,3,spades,7,clubs,4,hearts,8,spades,11,hearts,11,spades,2,-1
8181,11,clubs,10,diamonds,7,clubs,4,hearts,8,spades,11,hearts,11,spades,3,1
8182,5,spades,11,clubs,1,hearts,9,spades,8,hearts,10,diamonds,11,spades,1,-1
8183,11,hearts,11,clubs,1,hearts,9,spades,8,hearts,10,diamonds,11,spades,3,1
8184,4,hearts,2,spades,7,spades,3,spades,13,clubs,9,clubs,10,diamonds,0,-1
8185,12,diamonds,7,clubs,7,spades,3,spades,13,clubs,9,clubs,10,diamonds,1,1
8186,6,hearts,3,spades,6,diamonds,5,diamonds,9,hearts,13,clubs,5,hearts,2,1
8187,3,diamonds,2,hearts,6,diamonds,5,diamonds,9,hearts,13,clubs,5,hearts,1,-1
8188,7,diamonds,2,hearts,6,hearts,4,diamonds,11,diamonds,12,diamonds,9,clubs,0,1
8189,7,diamonds,3,hearts,6,hearts,4,diamonds,11,diamonds,12,diamonds,9,clubs,0,-1
8190,10,spades,13,clubs,8,diamonds,12,spades,6,clubs,10,spades,8,diamonds,2,1
8191,4,hearts,1,hearts,8,diamonds,12,spades,6,clubs,10,spades,8,diamonds,1,-1
8192,3,hearts,9,spades,5,spades,8,clubs,11,hearts,3,hearts,1,clubs,1,1
8193,10,hearts,9,spades,5,spades,8,clubs,11,hearts,3,hearts,1,clubs,0,-1
8194,3,spades,6,diamonds,1,diamonds,1,hearts,4,spades,4,diamonds,9,spades,2,1
8195,2,hearts,5,hearts,1,diamonds,1,hearts,4,spades,4,diamonds,9,spades,2,-1
8196,12,clubs,12,spades,1,clubs,4,diamonds,10,spades,12,hearts,11,clubs,3,1
8197,3,clubs,10,hearts,1,clubs,4,diamonds,10,spades,12,hearts,11,clubs,1,-1
8198,1,diamonds,11,hearts,5,spades,12,diamonds,10,hearts,9,clubs,10,spades,1,-1
8199,5,diamonds,3,hearts,5,spades,12,diamonds,10,hearts,9,clubs,10,spades,2,1
8200,13,spades,2,clubs,12,hearts,13,clubs,11,diamonds,10,hearts,6,spades,1,1
8201,5,clubs,2,diamonds,12,hearts,13,clubs,11,diamonds,10,hearts,6,spades,0,-1
8202,12,hearts,8,spades,5,spades,9,spades,4,clubs,12,diamonds,5,hearts,2,1
8203,4,clubs,8,spades,5,spades,9,spades,4,clubs,12,diamonds,5,hearts,2,-1
8204,5,spades,3,spades,2,diamonds,13,clubs,8,spades,1,hearts,5,clubs,1,-1
8205,5,spades,13,hearts,2,diamonds,13,clubs,8,spades,1,hearts,5,clubs,2,1
8206,6,clubs,4,diamonds,11,clubs,2,spades,5,spades,6,hearts,1,diamonds,1,1
8207,6,hearts,10,clubs,11,clubs,2,spades,5,spades,6,hearts,1,diamonds,1,-1
8208,8,hearts,13,hearts,10,hearts,5,clubs,6,diamonds,2,diamonds,12,diamonds,0,-1
8209,7,diamonds,6,clubs,10,hearts,5,clubs,6,diamonds,2,diamonds,12,diamonds,1,1
8210,11,spades,6,hearts,13,diamonds,10,diamonds,6,clubs,4,diamonds,2,clubs,1,-1
8211,4,diamonds,3,diamonds,13,diamonds,10,diamonds,6,clubs,4,diamonds,2,clubs,5,1
8212,13,spades,6,diamonds,6,hearts,13,diamonds,4,hearts,10,spades,12,diamonds,2,1
8213,13,clubs,12,hearts,6,hearts,13,diamonds,4,hearts,10,spades,12,diamonds,2,-1
8214,13,hearts,11,clubs,8,hearts,1,clubs,10,hearts,11,clubs,1,hearts,2,1
8215,7,diamonds,6,spades,8,hearts,1,clubs,10,hearts,11,clubs,1,hearts,1,-1
8216,2,diamonds,13,diamonds,13,spades,3,hearts,12,diamonds,2,clubs,10,spades,2,1
8217,1,hearts,1,clubs,13,spades,3,hearts,12,diamonds,2,clubs,10,spades,1,-1
8218,9,hearts,9,clubs,1,diamonds,10,clubs,13,hearts,5,clubs,3,clubs,1,1
8219,1,hearts,7,spades,1,diamonds,10,clubs,13,hearts,5,clubs,3,clubs,1,-1
8220,2,hearts,5,spades,9,diamonds,3,diamonds,11,spades,2,hearts,5,diamonds,2,1
8221,13,spades,12,hearts,9,diamonds,3,diamonds,11,spades,2,hearts,5,diamonds,0,-1
8222,12,clubs,6,hearts,12,clubs,1,diamonds,13,clubs,12,hearts,11,diamonds,3,1
8223,13,spades,5,spades,12,clubs,1,diamonds,13,clubs,12,hearts,11,diamonds,2,-1
8224,11,spades,7,diamonds,10,hearts,4,clubs,5,diamonds,5,hearts,10,diamonds,2,1
8225,12,clubs,8,spades,10,hearts,4,clubs,5,diamonds,5,hearts,10,diamonds,2,-1
8226,11,spades,6,diamonds,12,diamonds,9,clubs,10,diamonds,2,diamonds,12,diamonds,5,1
8227,1,spades,13,spades,12,diamonds,9,clubs,10,diamonds,2,diamonds,12,diamonds,1,-1
8228,7,clubs,10,hearts,8,diamonds,4,clubs,12,hearts,13,diamonds,11,spades,0,1
8229,3,diamonds,2,clubs,8,diamonds,4,clubs,12,hearts,13,diamonds,11,spades,0,-1
8230,5,spades,9,hearts,10,diamonds,11,hearts,9,clubs,5,hearts,7,clubs,2,1
8231,4,diamonds,5,hearts,10,diamonds,11,hearts,9,clubs,5,hearts,7,clubs,1,-1
8232,4,diamonds,6,clubs,10,hearts,6,diamonds,12,hearts,11,hearts,9,hearts,1,-1
8233,9,hearts,12,hearts,10,hearts,6,diamonds,12,hearts,11,hearts,9,hearts,2,1
8234,9,hearts,11,hearts,5,diamonds,6,spades,3,spades,6,diamonds,6,hearts,3,1
8235,8,hearts,7,clubs,5,diamonds,6,spades,3,spades,6,diamonds,6,hearts,3,-1
8236,3,diamonds,8,spades,5,spades,12,diamonds,2,diamonds,3,hearts,11,clubs,1,-1
8237,2,clubs,12,diamonds,5,spades,12,diamonds,2,diamonds,3,hearts,11,clubs,2,1
8238,5,hearts,12,diamonds,7,spades,1,spades,6,hearts,1,spades,10,spades,1,-1
8239,7,hearts,6,hearts,7,spades,1,spades,6,hearts,1,spades,10,spades,2,1
8240,12,spades,6,clubs,9,spades,4,hearts,2,hearts,1,spades,11,hearts,0,-1
8241,1,diamonds,7,clubs,9,spades,4,hearts,2,hearts,1,spades,11,hearts,1,1
8242,7,spades,2,diamonds,9,clubs,1,hearts,12,spades,3,diamonds,8,clubs,0,1
8243,10,hearts,7,diamonds,9,clubs,1,hearts,12,spades,3,diamonds,8,clubs,0,-1
8244,8,diamonds,3,clubs,9,hearts,8,diamonds,9,clubs,12,hearts,5,spades,2,-1
8245,9,diamonds,12,clubs,9,hearts,8,diamonds,9,clubs,12,hearts,5,spades,6,1
8246,6,hearts,5,clubs,5,diamonds,4,clubs,10,hearts,8,hearts,3,spades,1,1
8247,10,diamonds,7,spades,5,diamonds,4,clubs,10,hearts,8,hearts,3,spades,1,-1
8248,7,clubs,8,clubs,8,clubs,9,diamonds,4,spades,12,hearts,1,diamonds,1,1
8249,2,spades,11,clubs,8,clubs,9,diamonds,4,spades,12,hearts,1,diamonds,0,-1
8250,12,spades,7,clubs,10,diamonds,13,spades,2,hearts,1,clubs,1,clubs,1,1
8251,11,spades,6,hearts,10,diamonds,13,spades,2,hearts,1,clubs,1,clubs,1,-1
8252,9,diamonds,7,clubs,5,spades,10,clubs,7,spades,10,spades,8,clubs,2,1
8253,7,diamonds,5,hearts,5,spades,10,clubs,7,spades,10,spades,8,clubs,2,-1
8254,12,clubs,10,clubs,11,diamonds,11,hearts,11,clubs,12,spades,10,spades,6,1
8255,6,clubs,5,diamonds,11,diamonds,11,hearts,11,clubs,12,spades,10,spades,3,-1
8256,1,hearts,11,spades,7,clubs,3,hearts,2,diamonds,4,clubs,5,spades,0,-1
8257,13,spades,13,hearts,7,clubs,3,hearts,2,diamonds,4,clubs,5,spades,1,1
8258,13,diamonds,1,diamonds,3,clubs,8,diamonds,10,diamonds,2,hearts,5,hearts,0,-1
8259,8,spades,12,hearts,3,clubs,8,diamonds,10,diamonds,2,hearts,5,hearts,1,1
8260,13,hearts,4,clubs,5,clubs,1,clubs,9,clubs,4,spades,5,diamonds,2,1
8261,4,hearts,6,spades,5,clubs,1,clubs,9,clubs,4,spades,5,diamonds,2,-1
8262,8,spades,6,clubs,4,spades,7,hearts,10,spades,9,spades,9,clubs,1,1
8263,13,hearts,3,diamonds,4,spades,7,hearts,10,spades,9,spades,9,clubs,1,-1
8264,8,diamonds,9,clubs,4,diamonds,9,diamonds,6,spades,13,clubs,8,hearts,2,1
8265,6,clubs,4,hearts,4,diamonds,9,diamonds,6,spades,13,clubs,8,hearts,2,-1
8266,3,hearts,2,spades,3,hearts,8,diamonds,1,spades,13,hearts,7,hearts,1,1
8267,4,hearts,1,spades,3,hearts,8,diamonds,1,spades,13,hearts,7,hearts,1,-1
8268,6,spades,10,diamonds,6,diamonds,6,clubs,2,clubs,9,clubs,6,clubs,7,1
8269,1,hearts,4,diamonds,6,diamonds,6,clubs,2,clubs,9,clubs,6,clubs,3,-1
8270,7,diamonds,11,clubs,10,hearts,9,hearts,5,spades,7,spades,1,hearts,1,1
8271,4,diamonds,8,diamonds,10,hearts,9,hearts,5,spades,7,spades,1,hearts,0,-1
8272,9,diamonds,11,hearts,10,hearts,7,hearts,1,hearts,8,clubs,12,spades,0,-1
8273,9,clubs,8,hearts,10,hearts,7,hearts,1,hearts,8,clubs,12,spades,1,1
8274,10,spades,4,hearts,10,diamonds,1,clubs,1,hearts,4,diamonds,10,hearts,6,1
8275,4,hearts,7,spades,10,diamonds,1,clubs,1,hearts,4,diamonds,10,hearts,2,-1
8276,13,clubs,9,diamonds,10,clubs,7,clubs,3,diamonds,12,diamonds,4,clubs,0,-1
8277,9,clubs,12,spades,10,clubs,7,clubs,3,diamonds,12,diamonds,4,clubs,1,1
8278,6,hearts,9,hearts,5,diamonds,2,hearts,2,diamonds,4,clubs,3,clubs,1,-1
8279,3,hearts,10,hearts,5,diamonds,2,hearts,2,diamonds,4,clubs,3,clubs,2,1
8280,9,hearts,9,spades,9,hearts,9,spades,11,clubs,12,clubs,2,diamonds,7,1
8281,3,spades,1,diamonds,9,hearts,9,spades,11,clubs,12,clubs,2,diamonds,1,-1
8282,13,diamonds,12,clubs,1,spades,1,diamonds,10,spades,11,diamonds,5,clubs,1,-1
8283,5,clubs,13,hearts,1,spades,1,diamonds,10,spades,11,diamonds,5,clubs,2,1
8284,1,hearts,13,diamonds,11,diamonds,12,diamonds,13,spades,1,clubs,10,hearts,2,1
8285,5,hearts,6,clubs,11,diamonds,12,diamonds,13,spades,1,clubs,10,hearts,0,-1
8286,5,hearts,12,hearts,10,spades,5,hearts,11,diamonds,2,diamonds,6,clubs,1,1
8287,4,diamonds,8,spades,10,spades,5,hearts,11,diamonds,2,diamonds,6,clubs,0,-1
8288,9,diamonds,4,hearts,6,diamonds,8,hearts,12,clubs,2,hearts,8,spades,1,1
8289,13,clubs,10,diamonds,6,diamonds,8,hearts,12,clubs,2,hearts,8,spades,1,-1
8290,6,diamonds,7,clubs,11,clubs,7,clubs,7,spades,8,spades,6,clubs,6,1
8291,12,hearts,11,diamonds,11,clubs,7,clubs,7,spades,8,spades,6,clubs,2,-1
8292,4,diamonds,11,spades,4,hearts,13,diamonds,10,hearts,8,hearts,10,clubs,2,-1
8293,1,hearts,2,hearts,4,hearts,13,diamonds,10,hearts,8,hearts,10,clubs,5,1
8294,7,hearts,1,clubs,8,spades,5,clubs,13,clubs,5,hearts,11,clubs,1,1
8295,4,diamonds,12,hearts,8,spades,5,clubs,13,clubs,5,hearts,11,clubs,1,-1
8296,5,clubs,10,diamonds,2,diamonds,4,clubs,8,clubs,6,hearts,10,spades,1,-1
8297,6,clubs,6,diamonds,2,diamonds,4,clubs,8,clubs,6,hearts,10,spades,3,1
8298,5,clubs,8,spades,11,hearts,7,spades,7,hearts,13,clubs,4,clubs,1,-1
8299,5,spades,4,clubs,11,hearts,7,spades,7,hearts,13,clubs,4,clubs,2,1
8300,4,spades,10,clubs,6,hearts,13,spades,9,hearts,7,diamonds,3,hearts,0,-1
8301,7,clubs,9,spades,6,hearts,13,spades,9,hearts,7,diamonds,3,hearts,2,1
8302,9,diamonds,6,clubs,13,hearts,12,spades,7,diamonds,2,clubs,11,spades,0,-1
8303,2,diamonds,5,spades,13,hearts,12,spades,7,diamonds,2,clubs,11,spades,1,1
8304,1,clubs,2,diamonds,4,clubs,4,spades,12,diamonds,8,diamonds,11,spades,1,-1
8305,10,hearts,11,hearts,4,clubs,4,spades,12,diamonds,8,diamonds,11,spades,2,1
8306,3,spades,9,spades,8,hearts,9,diamonds,10,clubs,10,diamonds,9,diamonds,6,1
8307,2,clubs,3,spades,8,hearts,9,diamonds,10,clubs,10,diamonds,9,diamonds,2,-1
8308,9,clubs,13,spades,3,spades,5,spades,7,spades,13,spades,1,clubs,5,1
8309,11,diamonds,4,diamonds,3,spades,5,spades,7,spades,13,spades,1,clubs,0,-1
8310,4,clubs,4,hearts,10,diamonds,4,clubs,11,clubs,12,hearts,8,hearts,3,1
8311,3,hearts,1,hearts,10,diamonds,4,clubs,11,clubs,12,hearts,8,hearts,0,-1
8312,4,diamonds,2,diamonds,12,hearts,8,clubs,10,spades,1,clubs,4,hearts,1,1
8313,6,clubs,7,clubs,12,hearts,8,clubs,10,spades,1,clubs,4,hearts,0,-1
8314,4,hearts,13,diamonds,6,spades,4,clubs,11,hearts,11,hearts,3,spades,2,-1
8315,7,hearts,11,hearts,6,spades,4,clubs,11,hearts,11,hearts,3,spades,3,1
8316,3,diamonds,13,spades,1,clubs,4,clubs,10,clubs,10,hearts,3,clubs,2,1
8317,13,hearts,13,diamonds,1,clubs,4,clubs,10,clubs,10,hearts,3,clubs,2,-1
8318,5,hearts,2,clubs,13,hearts,4,hearts,10,diamonds,7,diamonds,4,clubs,1,1
8319,3,spades,8,clubs,13,hearts,4,hearts,10,diamonds,7,diamonds,4,clubs,1,-1
8320,8,clubs,6,diamonds,8,hearts,12,diamonds,2,diamonds,5,spades,1,clubs,1,1
8321,13,diamonds,4,hearts,8,hearts,12,diamonds,2,diamonds,5,spades,1,clubs,0,-1
8322,13,clubs,9,diamonds,4,spades,13,hearts,9,hearts,5,hearts,5,diamonds,2,1
8323,8,spades,10,clubs,4,spades,13,hearts,9,hearts,5,hearts,5,diamonds,1,-1
8324,4,clubs,6,hearts,8,clubs,2,spades,11,spades,1,clubs,6,spades,1,1
8325,9,spades,7,diamonds,8,clubs,2,spades,11,spades,1,clubs,6,spades,0,-1
8326,13,diamonds,12,hearts,2,hearts,11,spades,10,clubs,4,hearts,4,diamonds,1,-1
8327,3,hearts,2,clubs,2,hearts,11,spades,10,clubs,4,hearts,4,diamonds,2,1
8328,8,diamonds,11,clubs,8,diamonds,7,clubs,12,clubs,13,spades,5,spades,1,1
8329,1,diamonds,10,hearts,8,diamonds,7,clubs,12,clubs,13,spades,5,spades,0,-1
8330,2,clubs,5,hearts,13,spades,4,diamonds,9,hearts,12,spades,6,hearts,0,1
8331,10,clubs,3,spades,13,spades,4,diamonds,9,hearts,12,spades,6,hearts,0,-1
8332,11,diamonds,5,spades,2,spades,10,hearts,13,hearts,7,diamonds,7,spades,1,-1
8333,9,clubs,7,spades,2,spades,10,hearts,13,hearts,7,diamonds,7,spades,3,1
8334,10,clubs,10,hearts,3,spades,12,clubs,1,hearts,1,spades,9,hearts,2,1
8335,10,hearts,12,hearts,3,spades,12,clubs,1,hearts,1,spades,9,hearts,2,-1
8336,5,spades,13,spades,8,hearts,2,spades,11,spades,10,diamonds,13,clubs,1,-1
8337,11,clubs,8,spades,8,hearts,2,spades,11,spades,10,diamonds,13,clubs,2,1
8338,4,spades,3,spades,1,diamonds,4,diamonds,9,clubs,6,clubs,12,diamonds,1,1
8339,2,hearts,7,diamonds,1,diamonds,4,diamonds,9,clubs,6,clubs,12,diamonds,0,-1
8340,3,clubs,2,clubs,9,hearts,5,clubs,4,hearts,10,hearts,8,diamonds,0,-1
8341,9,hearts,5,hearts,9,hearts,5,clubs,4,hearts,10,hearts,8,diamonds,5,1
8342,8,spades,10,hearts,7,spades,4,hearts,4,spades,1,spades,9,hearts,1,1
8343,11,spades,12,hearts,7,spades,4,hearts,4,spades,1,spades,9,hearts,1,-1
8344,2,spades,3,spades,10,clubs,5,diamonds,12,hearts,11,hearts,9,hearts,0,-1
8345,10,clubs,7,hearts,10,clubs,5,diamonds,12,hearts,11,hearts,9,hearts,1,1
8346,12,diamonds,4,hearts,3,clubs,6,diamonds,13,spades,5,hearts,10,spades,0,-1
8347,8,clubs,3,hearts,3,clubs,6,diamonds,13,spades,5,hearts,10,spades,1,1
8348,8,hearts,4,diamonds,10,spades,8,spades,12,diamonds,10,spades,10,diamonds,6,1
8349,1,clubs,6,hearts,10,spades,8,spades,12,diamonds,10,spades,10,diamonds,3,-1
8350,9,spades,12,hearts,11,hearts,8,spades,10,hearts,9,diamonds,8,clubs,2,-1
8351,8,clubs,10,spades,11,hearts,8,spades,10,hearts,9,diamonds,8,clubs,6,1
8352,7,hearts,2,spades,1,clubs,4,spades,11,diamonds,8,hearts,5,hearts,0,-1
8353,1,clubs,3,diamonds,1,clubs,4,spades,11,diamonds,8,hearts,5,hearts,1,1
8354,11,hearts,5,hearts,9,clubs,9,diamonds,12,clubs,5,diamonds,13,spades,2,1
8355,6,hearts,8,hearts,9,clubs,9,diamonds,12,clubs,5,diamonds,13,spades,1,-1
8356,3,diamonds,11,diamonds,3,spades,3,clubs,10,clubs,11,hearts,8,clubs,6,1
8357,13,hearts,7,spades,3,spades,3,clubs,10,clubs,11,hearts,8,clubs,1,-1
8358,10,clubs,4,diamonds,11,clubs,8,hearts,8,diamonds,5,clubs,13,spades,1,-1
8359,11,clubs,8,spades,11,clubs,8,hearts,8,diamonds,5,clubs,13,spades,6,1
8360,7,clubs,4,hearts,13,hearts,7,diamonds,9,hearts,11,clubs,1,spades,1,1
8361,2,spades,11,hearts,13,hearts,7,diamonds,9,hearts,11,clubs,1,spades,1,-1
8362,7,diamonds,12,hearts,7,spades,10,spades,2,diamonds,9,spades,10,spades,2,-1
8363,2,spades,12,clubs,7,spades,10,spades,2,diamonds,9,spades,10,spades,5,1
8364,7,hearts,13,diamonds,4,clubs,9,clubs,7,clubs,5,clubs,9,clubs,5,1
8365,7,hearts,10,clubs,4,clubs,9,clubs,7,clubs,5,clubs,9,clubs,2,-1
8366,3,clubs,12,hearts,6,diamonds,3,diamonds,5,spades,7,diamonds,1,clubs,1,1
8367,2,hearts,2,diamonds,6,diamonds,3,diamonds,5,spades,7,diamonds,1,clubs,1,-1
8368,9,hearts,8,hearts,2,spades,5,diamonds,1,clubs,12,hearts,3,hearts,0,1
8369,9,diamonds,11,clubs,2,spades,5,diamonds,1,clubs,12,hearts,3,hearts,0,-1
8370,4,diamonds,5,spades,13,spades,10,clubs,3,clubs,2,spades,1,spades,0,1
8371,7,hearts,4,spades,13,spades,10,clubs,3,clubs,2,spades,1,spades,0,-1
